Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9233903504289823,0.04272472060713838,0.361744211528204,0.28434665675069376,15.32295584954107,0.4324847533264094
2,0.4521675813214856,0.017664835226372324,0.76070936833693,0.19329408055948127,17.918150150038596,0.4110971223562956
3,0.1659701911289816,0.015215442590572663,0.8575129190410072,0.046892823947465204,18.897563627292165,0.47171829516688984
4,0.9628307520085749,0.01343472058846813,0.8737596897971613,0.852923815511953,19.388637324659747,0.5146229401644733
5,0.9853634333811732,0.011241029366410735,0.8014419521460553,0.7945297553234127,16.4369445001122,0.46462170334739816
6,0.9786467377814227,0.013987775467619111,0.8112587201947401,0.7863810007079242,18.656981906011193,0.42850091411835617
7,0.9869212886284507,0.011568441801035119,0.7568064419193777,0.7437689658123398,20.84373635785282,0.49255613423883915
8,0.9871992446199248,0.010917267802730727,0.7363249519538612,0.724806108387546,20.497292875156564,0.4901461301164495
9,1.0010206233264693,0.009512806378053462,0.7548667050782806,0.758748786526558,20.885011399687624,0.5616658067123758
10,1.0036591018134866,0.008663551394635111,0.7782079102117804,0.7839484973463495,18.725085070438833,0.5570936538279057
11,0.982143819415955,0.009333558950400302,0.6996226132167542,0.6808222901972034,17.01261561678505,0.46050943848159576
12,0.9884633724531879,0.009052386709112993,0.6562940026469707,0.6448880917747648,20.788924697418707,0.5506657482021384
13,1.0013317318237616,0.008083725798712669,0.6284073496501993,0.6306813589798917,21.654722049671488,0.5695439469483163
14,1.0011570490529935,0.007342515232987209,0.6188653258164053,0.6173155566811058,21.478662197680087,0.5590544353342719
15,0.9988087680604723,0.007018840201094265,0.6536604700879877,0.6585367798972901,21.360777750412325,0.5814277732537853
16,0.9999113260609859,0.006903231549358359,0.5433017824856373,0.5437130964087367,20.770600516754413,0.592362193390727
17,0.9997590238702616,0.007316039958981857,0.4206687691510143,0.420418041835522,22.017350433795517,0.6143689786808358
18,0.9942915416132716,0.006448711117967942,0.44214826411503444,0.4366598046278652,22.27072098522533,0.6142885082711776
19,0.9982471586782721,0.006230602152226428,0.453339092045729,0.4522782305960246,21.661129231255792,0.5770853842712111
20,0.9967265155915638,0.006743353749618835,0.5602099183742507,0.5619339932872274,21.48532813554627,0.5817458006656833
21,0.9958115412045464,0.006228167084261838,0.634348612629747,0.6273453168560517,22.287553587761828,0.6139201861288812
22,1.0046325514588175,0.006716399702457017,0.6539756775573001,0.658289369651537,22.131553808876305,0.6204466968774796
23,1.0005779390428975,0.006675683313642751,0.6548890614811378,0.652644584702037,20.960682027420276,0.5896536651998758
24,0.999388077591039,0.005801943552571594,0.6449703011667007,0.6486258998031187,22.641986757225933,0.6196640382210413
25,1.0032396028145791,0.0060189349888581595,0.6308858762645856,0.6327911957406797,22.076038082251284,0.5851972475647926
26,1.0013167816207713,0.006429026539289457,0.5907653042032749,0.5943583296991769,21.78033864079608,0.5839479739467303
27,0.9965515285939942,0.006459312950314642,0.5860317989073055,0.5842599957636473,21.24955419276742,0.5981912124488089
28,0.9961034837486707,0.005693675727490467,0.6326920853720771,0.6285455350131425,22.58887509614636,0.6389259513881471
29,0.9892570248971341,0.006088452234225015,0.6529546638665152,0.6425204103925225,21.57783503157058,0.5461835066477457
30,0.9979838965311332,0.006118662058049617,0.6883678185621227,0.6893988865337292,22.587128816653816,0.5666881398194366
31,0.9844094479637306,0.005790854616905399,0.7177141329742518,0.7073719025328861,22.929179432452145,0.6122561465534899
32,0.9899401027609696,0.0056897693650296635,0.6824472906217294,0.6779387302371855,22.537903599315502,0.6289297756221559
33,0.9988746200432758,0.005413047883544332,0.6922142986842181,0.6961683087711092,22.505052861642536,0.638792723003361
34,1.003868542643036,0.005106193278084408,0.6695621940824721,0.6725585268687263,23.080308150997944,0.605835446053081
35,0.9951287273280899,0.004750310840889413,0.7480239573913284,0.7449809446113522,22.774952672193205,0.6461809670759572
36,0.9971199832049771,0.005008051735800907,0.7554069332432646,0.7532433589970177,23.644303220233528,0.6533218974040614
37,1.003814351541919,0.004561063728089616,0.7764318632341806,0.7792495520138372,22.557246229549918,0.6564441041813956
38,0.9933542834723214,0.004567303745214907,0.789013914501952,0.7837100843840008,23.62537913204324,0.6568542226321168
39,1.0044879578001555,0.0046846799371677616,0.7688503816157957,0.772402648265184,23.4251150108658,0.6573233207066854
40,0.994955641140247,0.004758693294864247,0.7613077082379123,0.7573610580252528,21.561068432236166,0.6462203458779388
41,1.0049121892066613,0.0049205325260947026,0.744207354286049,0.7442512728493927,23.22425402656573,0.6457187723782327
42,1.0039530296701251,0.004431447519170207,0.7331551543100306,0.7372913967540328,23.14751448827335,0.6675240024924278
43,1.0003350066065622,0.004223928957098228,0.7366209001648443,0.7375678100666416,23.37244438656875,0.6635534316301346
44,1.003277983511215,0.004599710877948086,0.7115271299364865,0.7159873304571616,23.50667878018358,0.663550199319919
45,1.0021406023143549,0.004183765405162896,0.721676010035932,0.7231648047094439,23.845401225310443,0.674604936192433
46,0.990953310967833,0.004268997492276541,0.7613001221007604,0.7530554817195683,23.73033346456034,0.6702551970051395
47,0.9936710953209471,0.004372072183434051,0.7626546441083552,0.7567918889968539,23.435168632495053,0.6713258081840144
48,1.000672304177586,0.004255898108210744,0.8006456862354413,0.8023927424695086,22.921213166288155,0.6686409409675333
49,0.9998133844799466,0.004319599144548471,0.7964066616593534,0.7967332326577853,23.394819508468277,0.6559524767928653
50,0.9880868040559664,0.004749429720662188,0.8219964209991165,0.8121256476213158,22.97484434346267,0.6597759156591363
51,0.9986134879867403,0.004243721528589181,0.8219151528743417,0.8213113557269637,23.63158279991376,0.669607119427787
52,0.9996104249639015,0.004091650059606497,0.8244938030524596,0.8255368140847036,23.713671498439894,0.6846310127940443
53,0.9998389061660874,0.0040488249082616026,0.8352251727705096,0.8339114002202298,23.848711942854493,0.6686142720282078
54,1.0029399297743742,0.00405037075964899,0.7915994669985336,0.7956867729393574,23.333512597343805,0.6665355327228705
55,1.0097733874361223,0.004093652529545055,0.6031556282030044,0.6201880455184754,23.469931237092275,0.6813082467350695
56,1.0023341333145164,0.004137049311884638,0.5302374449292651,0.5303166361130072,24.073369269982248,0.694237459037039
