,epoch,d_loss,g_loss,d_score,g_score
0,1,0.28713053855870463,0.3101109436836587,0.5236225777680934,0.5236225777680934
0,2,0.24254772035153196,0.23752514533249727,0.5292632714651994,0.5292632714651994
0,3,0.2002843907639045,0.2253261775057638,0.582577135149574,0.582577135149574
0,4,0.21690973749202258,0.21173373756399116,0.556320883263865,0.556320883263865
0,5,0.20071171936261128,0.2049622394074717,0.5708268240912053,0.5708268240912053
0,6,0.24677952753013396,0.1960515427182477,0.5217757032737834,0.5217757032737834
0,7,0.2444038447765621,0.19182565295632426,0.5121397088011266,0.5121397088011266
0,8,0.2491063924438982,0.1885899377954373,0.534559721408918,0.534559721408918
0,9,0.25638910366030265,0.18151595867382314,0.5185398456641789,0.5185398456641789
0,10,0.24481319816635955,0.18049087855152018,0.4958757528339524,0.4958757528339524
0,11,0.23050335859518295,0.17715604112569586,0.5472783076475902,0.5472783076475902
0,12,0.23912100073004983,0.17478007357442873,0.5366269123442521,0.5366269123442521
0,13,0.2535762987143224,0.16858946923989368,0.5075657796189488,0.5075657796189488
0,14,0.2570708581162903,0.16343519380852242,0.4927041329134261,0.4927041329134261
0,15,0.2553273051219133,0.15847140289294512,0.49525600121203195,0.49525600121203195
0,16,0.25191605446169496,0.1543964801064457,0.5222318068725198,0.5222318068725198
0,17,0.24972231368941955,0.15057211196725787,0.5167160351751958,0.5167160351751958
0,18,0.24741731647905735,0.15369932134068476,0.515136876658423,0.515136876658423
0,19,0.24687485877608997,0.14521531818541816,0.5186506883207574,0.5186506883207574
0,20,0.24746380866052636,0.14206968467318548,0.4995643225619432,0.4995643225619432
0,21,0.24701551787824516,0.13725177979612924,0.5354677674920364,0.5354677674920364
0,22,0.25519682732292287,0.13790362056000643,0.5114226123814283,0.5114226123814283
0,23,0.24940515555930107,0.16137028636144027,0.46121669254468944,0.46121669254468944
0,24,0.24446125681620526,0.14269430574323916,0.49868703582679413,0.49868703582679413
0,25,0.2548650857435173,0.132721360408797,0.5078769029383678,0.5078769029383678
0,26,0.25703925636398745,0.13185206412710498,0.4809477006495398,0.4809477006495398
0,27,0.25252313337412224,0.12980812191564237,0.47654981741624347,0.47654981741624347
0,28,0.2533364363383736,0.12384268658427669,0.4850966931985245,0.4850966931985245
0,29,0.2536166076918682,0.1182861939132453,0.4921038954293074,0.4921038954293074
0,30,0.2508652355457086,0.12120169554768477,0.49068204992746256,0.49068204992746256
0,31,0.2502612333540297,0.11923007482545603,0.487520786413706,0.487520786413706
0,32,0.250569198504988,0.11674624090014372,0.4962676780689832,0.4962676780689832
0,33,0.25071662000144823,0.11714195391260476,0.4983963987115556,0.4983963987115556
0,34,0.25233849763391486,0.11484780435860556,0.4996310625290137,0.4996310625290137
0,35,0.2496029891801806,0.11739887704092815,0.4973155911986927,0.4973155911986927
0,36,0.2516665522113861,0.11350291302125935,0.4923341006958181,0.4923341006958181
0,37,0.2501215923383054,0.11372305614402495,0.4970221542210943,0.4970221542210943
0,38,0.25004964420594367,0.11465880904132264,0.49752592689381386,0.49752592689381386
0,39,0.2500234290937503,0.112591972183112,0.4995327863188952,0.4995327863188952
0,40,0.2507704723790946,0.11328704317051723,0.4996186554272331,0.4996186554272331
0,41,0.25024787355538514,0.11223567885607282,0.5005275396059157,0.5005275396059157
0,42,0.2509244051842964,0.11182440491206196,0.4983815536441573,0.4983815536441573
0,43,0.2503955524010831,0.11188975169037879,0.49829775126902776,0.49829775126902776
0,44,0.2517915803744611,0.11217116167546914,0.49861592636848867,0.49861592636848867
0,45,0.2508554804117645,0.11195592509415574,0.4995084399758892,0.4995084399758892
0,46,0.2496535079466451,0.11297450827028219,0.4969821371227862,0.4969821371227862
0,47,0.2485267165674263,0.11426026089842539,0.4954400839735386,0.4954400839735386
0,48,0.24904433894189326,0.10816684577718796,0.49796120764580437,0.49796120764580437
0,49,0.2505767448360183,0.11146911615667893,0.4940153101042731,0.4940153101042731
0,50,0.2503155435184877,0.10945281831215982,0.4930233020619695,0.4930233020619695
0,51,0.24945606752093058,0.11038635485622299,0.49480239502397405,0.49480239502397405
0,52,0.2505314877553478,0.10830943494875588,0.4954708422044195,0.4954708422044195
0,53,0.24980439415258895,0.11442557056066661,0.4925094617099328,0.4925094617099328
0,54,0.25021841244365634,0.10944692119257836,0.49548962006128455,0.49548962006128455
0,55,0.25012045947104256,0.10884023806855701,0.494775104793998,0.494775104793998
0,56,0.250892965429758,0.10642071464254833,0.49506365925751855,0.49506365925751855
0,57,0.2503163953382806,0.10754666785638495,0.49602637448942805,0.49602637448942805
0,58,0.2507861936826463,0.10776939673955183,0.4972901744855296,0.4972901744855296
0,59,0.25078233059151583,0.10735190228884478,0.4972077081880097,0.4972077081880097
0,60,0.25037645324166996,0.10878578404904689,0.4943669868441152,0.4943669868441152
0,61,0.2502004614915235,0.10862233924618367,0.498106814212748,0.498106814212748
0,62,0.25104418795909905,0.10915341161420866,0.4942594502106249,0.4942594502106249
0,63,0.24946184226946339,0.10920345936833296,0.49646967098894845,0.49646967098894845
0,64,0.24912445005802425,0.10925160766326121,0.49601226446618996,0.49601226446618996
0,65,0.2499033097960703,0.10918653882052524,0.49499756632400166,0.49499756632400166
0,66,0.24889852216285235,0.10766045913758526,0.4962733416273252,0.4962733416273252
