Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
43,1.0035677881683478,0.0032939481425836538,0.5240690901812621,0.5303801151435251,24.055318399125703,0.7240547496411536
44,1.009336008217432,0.0035929194849335525,0.5211078026207523,0.5260342584212956,24.506841447388524,0.723308615386486
45,1.0067645186445717,0.0035444522465143025,0.5466394175037889,0.5590797650998487,23.067460717850075,0.7418720035089387
46,1.0047964991899483,0.0050684512146184045,0.53093099585733,0.5325829252160551,23.806134682999534,0.7311600951684846
47,1.0151991575914427,0.0040951727937943655,0.4964490700539322,0.5101751207718535,24.621110308823468,0.691484068830808
48,1.0018313873333937,0.003565014221439591,0.44805792338737455,0.451339005669461,24.938123715012136,0.7488072406914499
49,1.0023305865447396,0.0038246398041111257,0.4512791065643273,0.44868958696366695,23.98232629426408,0.74908580382665
50,1.005552959844533,0.0036081042115834613,0.500757783693268,0.5069977565656735,25.835034656192907,0.7611620508962207
51,0.9963360932641224,0.0031888209991995375,0.5685716247927455,0.565368539924863,25.438839315403623,0.7637291542357869
52,0.998826235826173,0.0027808739643926444,0.5728063061938172,0.5773232310130123,25.310567401723244,0.7670930218365457
53,0.998111799631776,0.00266295793871022,0.6060140642603407,0.6066549896523251,25.73398698152891,0.756838993065887
54,1.0023047046319342,0.0026446003132825913,0.6069342434490113,0.6108094423632079,25.97709644174785,0.7678690900405248
55,0.9912442916220922,0.002775211570949494,0.650586274521931,0.6463871287226509,24.929613627937965,0.7638234173258146
56,1.0003179075345712,0.003114131857600435,0.6680421844313417,0.6661225118046907,25.296158731910747,0.762291793194082
57,1.0053570018203617,0.003073603628693167,0.6670038599505204,0.6702811779184515,26.119644309417602,0.7628324156006178
58,1.0025592843691509,0.0029896699034893145,0.6745703156655013,0.6796333556352956,25.010136874568136,0.7752730109625392
59,1.0029284620419165,0.0028185930847073742,0.6481902685681811,0.6496737344523187,25.113932716978802,0.7518360391259193
60,1.0037240418703748,0.004413053306912068,0.6548337133289557,0.64956102567383,20.596173072028726,0.6973565676146083
61,1.0038357237052649,0.0036167911222432484,0.6641601050788676,0.6708250733199838,25.581797149663736,0.7676473317874802
62,1.0043779412905376,0.0028614977907792842,0.668483742178744,0.6727445813841625,25.33449501191235,0.7683606429232491
63,1.001784361867462,0.002627283356672496,0.6970455505676914,0.6985290019488704,26.148066187636555,0.7642375081777573
64,1.002381477342544,0.002548493033945665,0.7064576386231746,0.7079432229452496,26.446612892759664,0.7852223399612639
65,1.0002802845127303,0.002617006148041374,0.672349255715409,0.6761952336830429,26.057617432435336,0.7870915399657356
66,1.00241554973833,0.0023010879808725102,0.6764928705246305,0.6800791118215408,26.29032142636771,0.7627192197574509
67,1.0006988253103866,0.0023889708370048914,0.6798227666634883,0.6799061486992655,26.44728389304585,0.7971252517567741
68,1.0010099226580056,0.0022119005048927835,0.6596835445083479,0.6623334312908424,26.701617071184213,0.8000012503729926
69,0.9975904526422128,0.0024655876856732135,0.6797854557486693,0.6774753384113983,26.53435146898788,0.7840164427955946
70,0.9989560701676059,0.0021181686024237868,0.6869927487125209,0.6879129480209029,25.43147647483536,0.7924660469094912
71,1.0013943107486944,0.0025732572060785715,0.674860942129009,0.6763062613339028,26.312720883732506,0.7617480506499609
72,0.997831540436349,0.0028258832158460563,0.6897678497639051,0.6884746385526054,23.633987221895616,0.7386200974384943
73,1.007912445839615,0.004695721735598836,0.6823580587798869,0.6886679924993072,24.584857861469516,0.6119657274749544
74,0.9974992605536631,0.003429121585397781,0.681572310113035,0.6800640525529489,25.752860022384063,0.7543780853350958
75,0.9955566912763733,0.00267513732015877,0.682936004026362,0.680966622886443,24.89244599717224,0.7151227527194552
76,1.009363120785913,0.003409487802113515,0.6893195198893379,0.6973922399361258,25.582022583190543,0.7634255207247205
77,1.0002021350270418,0.002739326794580694,0.6862433128551424,0.6838372965066912,25.575936538687138,0.7804002207186487
78,1.0053144933134528,0.002357121591709041,0.6931050646992508,0.6970704663990251,26.48002999506943,0.8033117461535666
79,0.9979474207519982,0.0025160766367796606,0.679570096538372,0.6802599577628778,25.39932601711208,0.800209061967002
80,0.9971785592295114,0.0032790686873622166,0.7138608222939965,0.7106796397438532,24.7738063886339,0.7467593517568376
81,1.0047246655331383,0.003056958426476447,0.728118886173023,0.7312074385782502,26.253688850852885,0.799816504948669
82,1.0078088895178043,0.002387239750010995,0.717625923716737,0.7266817507026232,26.671030590353773,0.8031604488690695
83,1.0011230622498126,0.0022149237875503116,0.7064596033968168,0.7062336836853779,26.892945753396155,0.813245975308948
84,0.9971898333935798,0.0022777567051728313,0.7344386657246725,0.7338844043963737,26.915547203017862,0.806480299267504
85,0.9996948170930189,0.002126236518899977,0.7061695407043865,0.7104075990313383,27.23048753296723,0.8168389838602808
86,1.0009714667639484,0.0021059764804562185,0.7192658811346556,0.7197418429177521,26.20528210321701,0.8089414280321863
87,0.9967506255446271,0.002224078500818896,0.7185568106157703,0.7183724038208588,25.278717808138307,0.8098672222759988
88,1.0045208283785192,0.0023577340803883247,0.7071102186094357,0.7129221542642757,25.72001840387255,0.8143941387534142
89,0.9955119690143944,0.002304906705355091,0.7242978905994345,0.7235326286609666,25.73597958816063,0.8171553421351645
90,0.9974199853701263,0.00230501711718298,0.7292853381731004,0.7271673794201825,26.647816324391954,0.8219917101992501
91,1.002074559194294,0.002140792750173187,0.7079058087492459,0.7107416767778947,26.929058978950682,0.810344845884376
92,1.0076021448972357,0.0022794033489786036,0.6954538508641904,0.7030841060999241,26.926275474567312,0.81469486736589
93,1.0018118638361893,0.0020398937353049568,0.7212399205745692,0.7229222048351701,27.17432431258501,0.8140459110339483
94,1.0050285000003005,0.0020039106055088182,0.7099871171007008,0.7158788948957763,27.26787728826129,0.8169194774495231
95,1.0062025664727898,0.0021567084438805424,0.7300566006478043,0.7368775664837887,26.12040598350088,0.7867178635464774
96,1.0051467423700582,0.0022854103707432034,0.7139893524589753,0.7208469181456478,27.121814116734463,0.8107689801189635
97,1.0034539018837543,0.00232997196811643,0.7016090545305556,0.705292544703611,27.067364515671414,0.8201371191276444
98,1.0034111974611564,0.0019358456686254376,0.7260549751682791,0.7284118503793214,25.839112890598244,0.8062993602620231
99,0.9994459913417425,0.0028529249507614246,0.7342305789516947,0.7355787602322682,23.322514512084904,0.8142037946316931
100,0.9979633156592668,0.0019748424516817875,0.7139712677726263,0.7127196350345799,27.24221151226814,0.8212347146537569
