Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9500925106673637,0.03656871738920903,0.4790197666184309,0.4356252297067441,17.504586262027097,0.45264363909761113
2,0.9691968314590669,0.02049243233773108,0.7804884082322047,0.7496884298391651,12.70030942406226,0.38881095353927875
3,0.9894126880018017,0.01989340617644971,0.787018582958377,0.7837309082013812,18.51846988838814,0.3628918443702989
4,0.9742657020792848,0.012427616984951513,0.777881128207876,0.7535475991278593,18.032904392470456,0.4315004971706205
5,0.99141837943623,0.008895758115038087,0.7640695646929171,0.7592972545516474,20.340985517857085,0.5305391247901652
6,0.95542244854188,0.008511598938460424,0.6915260337492249,0.656173373618374,22.03232201893818,0.5742730928791894
7,0.9223979448299703,0.007521971637113269,0.5173875111064831,0.44836324260539984,20.901519572141094,0.5429424018495612
8,0.9215755990788906,0.00716778772074923,0.49048004799251316,0.40946822650154263,20.472366501199758,0.595430656025807
9,0.8887721139167432,0.006668833162342153,0.7154788640648672,0.6184779697329686,18.637209215598084,0.5744840953913
10,1.017796668657606,0.009328931209836916,0.793456383646792,0.8123762024102835,22.360836649308094,0.6115667675104406
11,0.8861670832761397,0.007109827530320142,0.737512873362556,0.6243434334606058,22.37920903533883,0.6189571594198545
12,0.9189444928732602,0.0068591161619258835,0.7325976761752208,0.6682599924620026,21.250393530299156,0.612680796533823
13,0.9823198570816158,0.009327319759807422,0.7644436744194997,0.7494537003767977,22.020204303197332,0.5698648935390843
14,0.9740630167781384,0.008148014698696287,0.7572868326377601,0.7555283590543455,20.05520514044672,0.5877860569291644
15,0.9665241932231833,0.007406633682601395,0.6773275287007146,0.6478292941208798,21.698562610660822,0.5830549200375875
16,0.9942044145447292,0.0061811818682317495,0.6172166968867413,0.6161202178893378,22.09503969722371,0.641733820653624
17,0.9954868011836764,0.005727324461886651,0.556366836639061,0.5553058132675965,22.91737924682684,0.6511476101974646
18,0.9821270327024822,0.005333157036841209,0.5171679541699159,0.501397319064697,23.75436317761032,0.6596988700330257
19,0.9932162553784549,0.005009887780622172,0.5848004315808185,0.5808755134228413,22.77867705264842,0.6776783884399467
20,1.016382765753192,0.00503910231664672,0.5147289450996871,0.5367661458865836,23.641514569983094,0.6453632095621692
21,1.0151789885868336,0.004929236127207718,0.5258575793560044,0.5406114656043287,23.975252906358797,0.6821070412794749
22,1.0132995119577721,0.004284661833678914,0.6207141545083787,0.6388163118087458,21.894236892509767,0.6826519552204344
23,0.9911572633077994,0.004331676632626985,0.6259445410572863,0.6240452597161386,23.624381096879436,0.6993813444342878
24,1.0038745949875285,0.0041034862912573055,0.6174754804699732,0.6183658125698985,22.71928490534566,0.6862948271963332
25,0.9972684535966811,0.004785146112992584,0.6503139475226906,0.6509201170355291,22.610454914121,0.6711799663801988
26,0.9937152728417419,0.00391254135251632,0.711642838228604,0.7095332247966117,24.32615456184962,0.7033209949731827
27,0.9954757086838348,0.003514304534766598,0.7270839124624572,0.7249363606321493,24.647815745677146,0.7165250521567132
28,1.0025167934669892,0.003985740976609845,0.695735690211445,0.697272954191672,23.94348739336693,0.6949638310405943
29,0.9995357980205037,0.003969560673986935,0.6988702070193284,0.6997800717541605,23.840306838520675,0.7178286463022232
30,0.9931911785055985,0.0037849245163312107,0.7032182697840716,0.6962663461722738,24.76058473301952,0.7073405625091659
31,0.9998548931210353,0.003751008210732548,0.6912200166706295,0.6933516105519065,21.635315810630548,0.6927138624919785
32,1.0064477075504352,0.004707563206102862,0.6542265206449646,0.6582896024533632,23.899867891600557,0.7057019985384412
33,1.0060603209521028,0.004792252541080893,0.5996440628912881,0.6041875021367134,18.909436676427326,0.6845866921875212
34,1.013049680975419,0.0060475824647039465,0.578523608367319,0.5891817815696136,18.646202738652484,0.6439574062824249
35,1.0006500128787614,0.004219183686507653,0.5571128054510189,0.5637874023153141,24.14908910227759,0.6838518066538705
36,1.002370837033214,0.004105573588832899,0.5088432170503082,0.5075423784564483,23.85303680334434,0.693314759267701
37,0.9937969152769794,0.0048151293968580105,0.46465806422018974,0.4664970946965841,22.5633414642948,0.6949215845929252
38,0.9862223060489874,0.00492470759804113,0.37578076027784335,0.36530151326109755,23.611276954348895,0.7236336411701308
39,1.0017975915836383,0.005034054681244824,0.2992743896490746,0.3005337348383355,22.649810855084795,0.6862923378745714
40,1.0037308329436012,0.0042322229950278786,0.27891681646160604,0.28604802279700375,23.829872665715442,0.7073139713870155
41,1.0135053875744762,0.003932845177529733,0.28812609661145216,0.30050327715826775,24.708526870871175,0.737149629327986
42,1.0042975059541468,0.0035159357498581985,0.4342856617584175,0.43740605997804516,25.67520527391377,0.7482093696792921
