Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.7516228688908672,0.020284575685873503,0.5168287307955881,0.29898359113441486,19.642090735602206,0.5411126586124027
2,0.9918449611648344,0.010679118468724855,0.17202863867097618,0.1661878818659841,20.803645885140327,0.6364282245345662
3,1.0006810707166558,0.008154338428373539,0.36078823266619064,0.3614904326437958,21.956528708927383,0.692226035568547
4,0.9981785659663673,0.006935272061663752,0.4119345626574025,0.4097568536419384,22.58085621536951,0.7313474059324863
5,0.9947904483335436,0.006524871781683971,0.25855194526354464,0.25512209062555175,22.832125515806666,0.7506784552577677
6,0.9999998584940387,0.006302675310363152,1.5843104138292787e-06,1.4017942864882803e-06,23.391132363001027,0.7584440270473156
7,0.9999997868115824,0.006330721962432056,1.321371860590959e-06,1.1166465770319673e-06,22.621786171220812,0.7514420941307096
8,0.9999997173534205,0.006123919623909135,1.5154781206290577e-06,1.2428219451427203e-06,23.596191167098564,0.7679254010154752
9,0.9999998963822626,0.005921487694202226,1.5344839994930875e-06,1.410778474391292e-06,21.853001938466228,0.7558378014177414
10,0.9999998868081255,0.005624167549024112,1.552016246970619e-06,1.4488892706068363e-06,22.93543481147307,0.7671698897087266
11,0.999999815458776,0.005657290400054399,1.7221253284971518e-06,1.551261913282383e-06,23.41075441687828,0.7743998702161866
12,0.9999998244204262,0.005233045651711563,1.4682477133417189e-06,1.2941450862839825e-06,22.979784566829878,0.778264595133792
13,0.9999999216016787,0.005307755979778333,1.4404879277238735e-06,1.3626961510194943e-06,24.042660754067064,0.7851661960577173
14,0.9999998665638221,0.005267830528466631,1.6453704522920935e-06,1.4931966546019413e-06,23.771691234348474,0.7770879193865505
15,0.9999998936421897,0.005196161671924939,1.6186076908747633e-06,1.540834556997946e-06,24.055662738573623,0.7851007453190004
16,0.999999834488851,0.005204190581174655,1.6541378863859247e-06,1.5024578221982255e-06,23.60862117679335,0.7794271225858879
17,0.9999998823917726,0.005050839453986664,1.6345696556098478e-06,1.4971390287078162e-06,23.55870230695615,0.7709737087967651
18,0.9999999944983634,0.0050396275182248065,1.4771428852039929e-06,1.4443284137571847e-06,23.442292416054368,0.7803201926150445
19,0.9999998138684592,0.004937096222296924,1.8124240161719827e-06,1.61818321910553e-06,23.782741366887805,0.7896376230180043
20,0.9999998118053455,0.004789152107085164,1.8364163578076616e-06,1.619146243583792e-06,23.272456557729644,0.7861567856640833
21,0.9999998221209141,0.004827071837872691,1.9002215610857703e-06,1.7115117877581653e-06,23.442943298154812,0.7826481503314198
22,0.9999996680643444,0.004799386438602531,2.2645295234933524e-06,1.9965443880205833e-06,24.15378515655973,0.7969112380844201
23,0.9999998173069821,0.004730539649593329,1.7123993121762446e-06,1.5285976023305443e-06,23.997422018970994,0.791900714605057
24,0.9999996960345788,0.004687475752688532,2.272973181141992e-06,1.9553863574803836e-06,24.26576581389808,0.7972856254155346
25,0.9999997491919932,0.004715022633256156,2.1738017926783836e-06,1.9645250484961006e-06,24.25140602821228,0.8012208751646795
