model,image,edge_intensity,color_std,texture_score,lpips,niqe,mean_brightness,std_brightness,contrast,sharpness_laplacian,blocking_artifacts,ringing_artifacts
netG_epoch_4_250.pth,out_200829,14.734948585433427,"[np.float64(62.31741345594808), np.float64(57.53904566772081), np.float64(55.31007749446986)]",670.3415273838433,0.04077215492725372,,64.00442054828885,58.52483585977202,58.18477335341677,79.82719023584191,93.29109915546685,17.150969714791096
netG_epoch_4_250.pth,out_200916,2.819424117671833,"[np.float64(22.189004194213354), np.float64(22.97729287235121), np.float64(23.903200334879486)]",161.1506324447005,0.020771678537130356,,9.57926192464997,23.037489990138017,22.817784969981393,17.041762474731204,25.904977254214977,8.625867509480948
netG_epoch_4_250.pth,out_210225,1.6338792403716973,"[np.float64(62.40200964073024), np.float64(66.55283264060643), np.float64(66.44156492749416)]",280.82446930532416,0.04599791765213013,,51.22524800809823,65.18910334678395,65.29188125890124,93.85094820184324,76.42869568022164,14.649547204349535
netG_epoch_4_250.pth,out_210226,6.4883782082521115,"[np.float64(60.42737637964199), np.float64(59.765464734466526), np.float64(54.632607097651764)]",530.7955480223079,0.04831209033727646,,63.86307304075518,59.787328182583686,58.92073428985405,85.2844535093569,91.62569608648562,17.299790488023806
netG_epoch_4_250.pth,out_210531,4.518703206380208,"[np.float64(69.21894695050611), np.float64(74.31143420207052), np.float64(74.31833813147294)]",409.9072314286785,0.04770803079009056,,71.98287758156106,72.69870265254585,72.76194143380289,32.04703762478145,66.88577836025007,10.692232436497981
netG_epoch_4_250.pth,out_210614,7.537606869103773,"[np.float64(71.07340998808041), np.float64(75.80208137464851), np.float64(74.76040197910726)]",469.24406518916675,0.03304130584001541,,90.8943675141047,73.9405038770627,74.26615402863092,54.593725432387394,76.2262568996887,13.846746034005745
netG_epoch_4_250.pth,out_210718,6.88155517578125,"[np.float64(37.47560245893101), np.float64(39.119516095712726), np.float64(40.89117576479823)]",483.4233139557087,0.0470656082034111,,26.58436469184028,39.268422713472155,38.41872614296236,92.74163736887944,93.57910399017143,19.014380959921713
netG_epoch_4_250.pth,out_210730,3.5130786895751953,"[np.float64(32.119349584187326), np.float64(34.07129262350615), np.float64(34.37472866544601)]",207.44529238485504,0.03159107640385628,,12.940672179063162,33.54540712738404,33.51250547864785,35.14183151721746,44.59128581921551,11.43720870845459
netG_epoch_4_250.pth,out_210801,5.822876993815104,"[np.float64(74.40666234211314), np.float64(77.56351452881847), np.float64(74.50784020131107)]",331.4149315965788,0.02226799540221691,,70.08505597149885,75.51923777080953,75.90050200892118,39.778686115283215,60.27732597735955,12.162975574859539
netG_epoch_4_250.pth,out_210808,2.4814859082831093,"[np.float64(41.95381250985286), np.float64(42.472485091463284), np.float64(47.876395128300814)]",227.14086399689822,0.03345505893230438,,46.80542996853483,45.19462549095022,41.27852121889881,21.985929846233827,59.358954162395996,9.040942910452204
netG_epoch_4_250.pth,out_210813,31.487223207950592,"[np.float64(50.19012200568842), np.float64(48.31359474641035), np.float64(43.32386358070606)]",1082.6945987399135,0.04691328853368759,,81.4858568906784,47.59726112237907,47.77184401224376,303.1057329255723,118.54433221129999,31.48324455271741
netG_epoch_4_250.pth,out_210911,1.24100954689897,"[np.float64(42.03065298242115), np.float64(41.66683397745427), np.float64(41.18249737471176)]",112.71849534128539,0.012565409764647484,,18.63630705615214,41.629208856136714,41.6659587430633,11.150148613848655,24.881645212547014,6.736679833223238
netG_epoch_4_250.pth,out_211019,20.10759926892202,"[np.float64(52.146281309076166), np.float64(55.04449338508438), np.float64(52.19359422470698)]",1095.4412313733467,0.05215747281908989,,61.284883270419215,53.37472356134893,52.65424382789067,116.6413266592233,115.5527708762682,20.94435094659487
netG_epoch_4_250.pth,out_211127,3.618796142578125,"[np.float64(46.24694939025263), np.float64(46.9323882303011), np.float64(46.361799703878994)]",374.37902491330107,0.054360199719667435,,47.80393626302083,46.54020201091484,46.434114876411606,40.03943575300213,88.49208043489597,12.020475615672478
netG_epoch_4_250.pth,out_211214,0.6520135686261013,"[np.float64(43.937298353329076), np.float64(41.27373671913197), np.float64(31.027997509712133)]",213.17936676542183,0.048794470727443695,,76.19522825176671,42.709301045450744,38.456929480866876,15.817907229442163,73.41817717373432,7.0846424811814925
netG_epoch_4_250.pth,out_211218,2.1397835867745534,"[np.float64(34.53961312495724), np.float64(27.151562372776983), np.float64(28.973180422178704)]",233.5398405520264,0.046104796230793,,32.208613954004456,30.492859306706894,29.04253648258094,33.36782473093046,83.66796936077495,10.851784523634135
netG_epoch_4_250.pth,out_220109,1.9114969889322917,"[np.float64(71.12280011922047), np.float64(60.19974432340726), np.float64(52.45060654491616)]",285.5018316601121,0.03273622691631317,,55.161843939887156,62.465955863085654,61.66447645331088,38.37615329318414,56.094495908222626,10.315330414680025
netG_epoch_4_250.pth,out_220119,2.870819364623244,"[np.float64(45.24954744272117), np.float64(38.702245935938734), np.float64(40.085133917361404)]",338.63612833870224,0.04447079449892044,,45.26190699499787,41.569031361882836,40.48961301655784,42.95979406442539,88.11956882597828,12.78300252578563
netG_epoch_4_250.pth,out_220206,5.978186378121748,"[np.float64(75.63087552743528), np.float64(80.2160673621779), np.float64(86.7176076033572)]",423.76079230306783,0.045374464243650436,,90.44749817536709,81.5475081097496,79.44307723358361,29.4676096695028,74.01652321322089,9.817896570191662
netG_epoch_4_250.pth,out_220213,1.1644595550411523,"[np.float64(14.601054032020713), np.float64(16.1783431466907), np.float64(25.44743339164591)]",107.58047885042468,0.017007265239953995,,19.697432734625057,21.37467978430819,16.50365829893843,17.46444980259961,26.342871140681872,8.612942752118625
netG_epoch_4_250.pth,out_220215,17.22311190785871,"[np.float64(61.53110427715623), np.float64(65.52653102134904), np.float64(65.71941042773153)]",814.5099707482237,0.03213903680443764,,62.96071421101071,64.33035355053818,64.33330573042403,174.64208980809389,69.69761828880036,25.044732527700752
