,epoch,d_loss,g_loss,d_score,g_score
0,1,0.9991524631239803,1.8533029891400932,0.8455070281124498,0.8455070281124498
0,2,1.0,1.9550539315784152,1.0,1.0
0,1,0.8460098487465896,1.6805814716870207,0.6856383868808568,0.6856383868808568
0,2,0.09645726738206362,1.9233522678474824,0.9977684174196787,0.9977684174196787
0,1,0.9322957624712462,1.7658979356528286,0.45993283027945114,0.45993283027945114
0,2,0.04982200684088221,1.8223487277586297,0.9374581659973227,0.9374581659973227
0,1,0.9945208650516218,1.3841512455359362,0.49792137299196787,0.49792137299196787
0,2,0.9084905384375229,1.2685768331389828,0.4987037995732932,0.4987037995732932
0,3,0.5634270667870201,1.213685269496208,0.5347699391315262,0.5347699391315262
0,4,0.12507612343473606,1.17567323154235,0.7885689894996654,0.7885689894996654
0,5,0.028425850186103,1.1171194027705365,0.9238039397172021,0.9238039397172021
0,6,0.017390611972360605,1.0968270777379334,0.961768297146921,0.961768297146921
0,7,0.004676170296807445,1.0626094571079117,0.9870334201388888,0.9870334201388888
0,8,0.00403108270377559,1.039977401774252,0.9830827215110441,0.9830827215110441
0,9,0.006744316459285566,1.017249314820112,0.9742191421937751,0.9742191421937751
0,10,0.001427566989150364,1.0071469754419493,0.9966938064759037,0.9966938064759037
0,11,0.0002995140573843301,0.992947243463243,0.988253796435743,0.988253796435743
0,12,0.0006614633038866931,0.9678988032232486,0.9913638930722891,0.9913638930722891
0,13,0.0049580588084028425,0.9506494889616807,0.9653620994394244,0.9653620994394244
0,14,0.004492561823477747,0.9175231258074442,0.977346233893909,0.977346233893909
0,15,0.0021425026010440155,0.92370854507648,0.9860810429216867,0.9860810429216867
0,16,0.0009846459096110609,0.9173519983189492,0.991384156417336,0.991384156417336
0,17,0.00020011425651776652,0.8985375380579886,0.9906559833082329,0.9906559833082329
0,18,0.0005644417833731668,0.8857193534154011,0.9969559226489291,0.9969559226489291
0,19,0.034855705986380416,0.8783032106587207,0.9221933306141231,0.9221933306141231
0,20,0.06514555104625433,0.8694657815827264,0.8636322634287149,0.8636322634287149
0,21,0.010047025627449125,0.8600475544750771,0.9678414177543507,0.9678414177543507
0,22,0.0003168243001344666,0.8534489696124791,0.9882289574966533,0.9882289574966533
0,23,0.0043064978296607935,0.8295309391206847,0.9854293475987282,0.9854293475987282
0,24,0.01580174867727032,0.8259887627489276,0.977062547063253,0.977062547063253
0,25,0.025906893621208807,0.8141100752146209,0.9348337359856091,0.9348337359856091
0,26,0.003679548875818969,0.793451531504691,0.97783843708166,0.97783843708166
0,27,0.00962400052713921,0.8050395130632393,0.9667746506860776,0.9667746506860776
0,28,0.011417966607803481,0.7957385547828164,0.9682669480003346,0.9682669480003346
0,29,0.00152503726110947,0.7855314435250309,0.9883969471636547,0.9883969471636547
0,30,0.00043750096498904414,0.7704435740130015,0.9959532138972557,0.9959532138972557
0,31,0.0003397511032742225,0.7621413424631039,0.9882126160893574,0.9882126160893574
0,32,0.001956687589366752,0.7631886350103172,0.9847390865545516,0.9847390865545516
0,33,0.015388925224442877,0.7498813802139507,0.9771416394745649,0.9771416394745649
0,34,0.09548611494112845,0.7573538660364777,0.8108102984856091,0.8108102984856091
0,35,0.007988625103585955,0.7447804715259966,0.9745034826807228,0.9745034826807228
0,36,0.0010560458913131292,0.7451173212314386,0.9754656647423026,0.9754656647423026
0,37,0.0005764844771250185,0.7315045497024873,0.9927182689089692,0.9927182689089692
0,38,0.0014417881608617753,0.7381760854638085,0.991707062625502,0.991707062625502
0,39,0.005513473831546036,0.7322415448575613,0.9692258617804551,0.9692258617804551
0,40,0.02635858570994782,0.7220124837704293,0.9477950865963856,0.9477950865963856
0,41,0.02889379468488406,0.7294709812525605,0.9463903792252343,0.9463903792252343
0,42,0.006308402848670601,0.719291355076883,0.9746747406291834,0.9746747406291834
0,43,0.0064306141103591665,0.7203872244520838,0.9873478288152611,0.9873478288152611
0,44,0.01917007604895666,0.7177613158143029,0.963248828647925,0.963248828647925
0,45,0.016974095636642123,0.7259684450016762,0.9505986184320616,0.9505986184320616
0,46,0.0029502554908531955,0.7106133469616074,0.9856607419260375,0.9856607419260375
0,47,0.003370563398642712,0.692101133954892,0.9913096396000669,0.9913096396000669
0,48,0.06323715800062879,0.702038795833128,0.9810766503514057,0.9810766503514057
0,49,0.04804987462369633,0.7008103551953991,0.9010475495732931,0.9010475495732931
0,50,0.05122980827009343,0.6856648124046275,0.8877025027192101,0.8877025027192101
0,51,0.006039862113305363,0.6730723518284768,0.9705978863370147,0.9705978863370147
0,52,0.0047605371095210194,0.6891464031684191,0.9883786447874833,0.9883786447874833
0,53,0.0010889992015024864,0.678123919599985,0.9837023876757028,0.9837023876757028
0,54,0.0024391639353694965,0.6935774089501724,0.9777194716365462,0.9777194716365462
0,55,0.012960445125234454,0.6896187051073455,0.9744949851489291,0.9744949851489291
0,56,0.006079084588366859,0.6606924249784375,0.9629854051623159,0.9629854051623159
0,57,0.002174272593123267,0.6846218911040739,0.9721967296268407,0.9721967296268407
0,58,0.0037896867911300187,0.677534683641181,0.9805249644410977,0.9805249644410977
0,59,0.003239201735256307,0.6695521308715084,0.9797144306392236,0.9797144306392236
0,60,0.0026138181501433474,0.6791755758934072,0.9747917451054217,0.9747917451054217
0,61,0.013689911517861936,0.6613629173083477,0.9720692666499331,0.9720692666499331
0,62,0.033239480292541757,0.6617360530767734,0.9616610975150602,0.9616610975150602
